Date,Indonesia_Index,Indonesia_ETF,Singapore_Index,Singapore_ETF,Malaysia_Index,Malaysia_ETF,Thailand_Index,Thailand_ETF,Philippines_Index,Philippines_ETF
2015-07-10,4858.84521484375,19.515653610229492,3279.8798828125,17.132688522338867,1715.5799560546875,25.27290916442871,1484.9000244140625,58.005455017089844,7390.689453125,34.65061569213867
2015-07-13,4893.7265625,19.56560707092285,3311.219970703125,17.21479034423828,1716.1099853515625,24.982173919677734,1490.6500244140625,58.052791595458984,7494.40283203125,34.895843505859375
2015-07-14,4901.6162109375,19.67384147644043,3316.5,17.160049438476562,1721.0999755859375,25.189842224121094,1488.4000244140625,58.38419723510742,7536.82177734375,35.213741302490234
2015-07-15,4869.65966796875,19.232576370239258,3338.860107421875,17.105316162109375,1715.5799560546875,25.044477462768555,1486.739990234375,57.516212463378906,7557.0966796875,34.91400146484375
2015-07-22,4906.49755859375,19.20760154724121,3359.169921875,17.160049438476562,1729.530029296875,25.002944946289062,1447.8399658203125,54.817543029785156,7633.6572265625,35.32273483276367
2015-07-23,4902.654296875,19.124340057373047,3356.3701171875,17.119001388549805,1722.43994140625,24.79527473449707,1444.6600341796875,54.28886032104492,7651.2529296875,35.204654693603516
2015-07-24,4856.40625,18.78297996520996,3352.64990234375,17.06426429748535,1720.760009765625,24.899106979370117,1438.0799560546875,53.839080810546875,7663.54931640625,35.304569244384766
2015-07-27,4771.099609375,18.33338737487793,3313.419921875,16.81794548034668,1709.760009765625,24.566843032836914,1412.550048828125,52.85273361206055,7545.49951171875,34.686946868896484
2015-07-28,4714.57275390625,18.316740036010742,3281.090087890625,16.858997344970703,1699.699951171875,24.67067527770996,1408.0699462890625,53.223594665527344,7477.10693359375,34.97759246826172
2015-07-29,4720.9375,18.424972534179688,3284.0,16.913738250732422,1698.989990234375,24.73297882080078,1417.489990234375,53.45242691040039,7480.90625,35.07749938964844
2015-07-30,4712.30908203125,18.32505989074707,3249.52001953125,16.61268424987793,1699.9200439453125,24.6499080657959,,53.468223571777344,7508.45947265625,34.85042953491211
2015-07-31,4802.341796875,18.766328811645508,3202.5,16.47584342956543,1723.1400146484375,25.231374740600586,1440.1199951171875,55.006927490234375,7548.05908203125,35.240989685058594
2015-08-03,4799.9951171875,18.58316421508789,3192.7900390625,16.284259796142578,1744.18994140625,24.73297882080078,1442.0400390625,54.39933395385742,7571.31298828125,34.923095703125
2015-08-04,4780.9013671875,18.63311767578125,3191.0400390625,16.29794692993164,1723.72998046875,24.6499080657959,1432.1600341796875,53.91798782348633,7596.3369140625,35.22282028198242
2015-08-05,4850.34326171875,18.924522399902344,3191.389892578125,16.2021541595459,1725.56005859375,24.463008880615234,1436.3599853515625,54.00479507446289,7660.580078125,35.277320861816406
2015-08-06,4806.376953125,18.749677658081055,3196.659912109375,16.161104202270508,1694.6400146484375,23.860776901245117,1430.5799560546875,53.80752944946289,7587.9990234375,34.750518798828125
2015-08-07,4770.11767578125,18.483253479003906,,16.161104202270508,1682.6500244140625,23.445451736450195,1428.7900390625,53.63392639160156,7530.58349609375,34.5870361328125
2015-08-10,4748.7646484375,18.708053588867188,,16.3253173828125,1654.3699951171875,23.300085067749023,1420.1300048828125,54.12315368652344,7532.4130859375,34.73235321044922
2015-08-11,4622.4111328125,17.742258071899414,3153.06005859375,15.654784202575684,1636.7099609375,22.469425201416016,1408.3199462890625,52.77381896972656,7568.50390625,34.32362747192383
2015-08-12,4479.31689453125,16.893030166625977,3061.489990234375,15.312677383422852,1609.9300537109375,22.074857711791992,,52.1820182800293,7493.50341796875,34.005741119384766
2015-08-13,4584.0712890625,17.234386444091797,3091.780029296875,15.43583869934082,1621.6199951171875,22.033327102661133,1404.1500244140625,52.363494873046875,7437.88720703125,33.796836853027344
2015-08-14,4585.21240234375,17.375926971435547,3114.25,15.531624794006348,1596.8199462890625,21.55569076538086,1413.9200439453125,52.90007400512695,7406.53564453125,33.60609436035156
